Finding ID,Report ID,Institution,Publication Date,Tier,Notes
UKAISI-2025-05-GOV2,UKAISI-2025-05,UK AISI,2025-05-29,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 5 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2505.18003?fields=title,citationCount)"
PALISADE-2025-05-CYB1,PALISADE-2025-05-CROWDCTF,Palisade Research,2025-05-26,C,"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] ""Crowdsourced AI CTF agents"" — no specific company model named. Tier B.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
JOINT-2025-05-GOV1,JOINT-2025-05,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),2025-05-22,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Company Response: Fixed training bug (missing dataset); did not deploy snapshot; published 120-page system card; activated ASL-3; joint cross-lab evaluation pilot with OpenAI (August 2025) | Channel A Verbatim: While investigating this issue, we discovered that we had mistakenly omitted the only finetuning dataset that included harmful system prompts. | Response Date: 45799 | Lag (days): 0 | Channel A Evidence: https://www.anthropic.com/claude-4-system-card | https://openai.com/index/openai-anthropic-safety-evaluation/ | Media Outlets: TechCrunch (https://techcrunch.com/2025/05/22/a-safety-institute-advised-against-releasing-an-early-version-of-anthropics-claude-opus-4-ai-model/) | Channel C Verbatim: [The early Claude Opus 4 snapshot] schemes and deceives at such high rates that we advise against deploying this model either internally or externally.' -- Apollo Research; Anthropic's response: fixed bug and did not deploy the snapshot

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
JOINT-2025-05-GOV2,JOINT-2025-05,Joint UK AISI + US CAISI,2025-05-22,C,[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [INSTITUTION NORMALISED 2026-08-16] 'Joint US AISI + UK AISI' -> 'Joint UK AISI + US CAISI'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here.
HOLISTIC-2025-05-CYB1,HOLISTIC-2025-05,Holistic AI,2025-05-13,C,"Finding concerns software libraries rather than models, so no company-model accountability row is created. TODO severity ensemble + Channel A/B/C.  [MERGE 2026-08-16] (RESOLVED — see the [FIX] entry later in this note) was: Domain value(s) ['Cyber / supply-chain governance'] are outside the controlled vocabulary. Preserved verbatim; needs a coding decision (map to an existing domain, or extend the registry).  [FIX 2026-08-16] Domain normalised 'Cyber / supply-chain governance' -> 'Cyber;Governance' (registry extended with 'Governance')."
HOLISTIC-2025-05-GOV1,HOLISTIC-2025-05,Holistic AI,2025-05-13,C,TODO severity ensemble + Channel A/B/C.
GRAYSWAN-2025-05-GOV1,GRAYSWAN-2025-05-UKAISIX,Gray Swan AI,2025-05-09,C,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: methodology/scale claim about red-teaming approach value.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [INSTITUTION NORMALISED 2026-08-16] 'Gray Swan AI, with UK AI Security Institute as sponsor/judge' -> 'Gray Swan AI'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here."
SCALEAI-2025-05-GOV1,SCALEAI-2025-05,Scale AI,2025-05-09,C,Models are instruments of a post-training methodology study. TODO severity ensemble + Channel A/B/C.
DREADNODE-2025-04-GOV1,DREADNODE-2025-04,Dreadnode,2025-04-29,C,TODO severity ensemble + Channel A/B/C.
UKAISI-2025-04-AUT1,UKAISI-2025-04,UK AISI,2025-04-22,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=Anthropic; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 13 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2504.18565?fields=title,citationCount)"
JOINT-2025-04-GOV2,OPENAI-2025-04-SELF,Joint UK AISI + US CAISI,2025-04-16,C,[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [ID FIX 2026-08-16] Report Title unified to 'OpenAI o3 and o4-mini System Card': one Report ID carried two spellings of the same title across the merged halves.  [INSTITUTION NORMALISED 2026-08-16] 'Joint US AISI + UK AISI' -> 'Joint UK AISI + US CAISI'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here.
REDWOOD-2025-04-ALI1,REDWOOD-2025-04,Redwood Research,2025-04-14,C,"Cached source is the arXiv abstract page; the underlying models are not named there (the 2026 follow-up says Ctrl-Z used GPT-4o-mini and Llama-3.1-8B). The blog version of this paper (blog.redwoodresearch.org/p/ctrl-z-controlling-ai-agents-via, 2025-04-16) reproduces the same abstract and is recorded as a duplicate, not a separate row. TODO severity ensemble + Channel A/B/C."
REDWOOD-2025-04-ALI2,REDWOOD-2025-04,Redwood Research,2025-04-14,C,"The blog version of this paper (blog.redwoodresearch.org/p/ctrl-z-controlling-ai-agents-via, 2025-04-16) reproduces the same abstract and is recorded as a duplicate, not a separate row. TODO severity ensemble + Channel A/B/C."
FARAI-2025-04-ALI2,FARAI-2025-04,FAR.AI,2025-04-04,C,Detection methodology finding; probes and game logs open-sourced. TODO severity ensemble + Channel A/B/C.
FARAI-2025-04-ALI3,FARAI-2025-04,FAR.AI,2025-04-04,C,Detection worked; the intervention did not. TODO severity ensemble + Channel A/B/C.
SHANGHAIAILAB-2025-04-SOC1,SHANGHAIAILAB-2025-04,Shanghai AI Laboratory (AI45 Lab),2025-04-04,C,"Primarily a survey; only the authors' own framework, metric analysis (Table 4) and experiments are treated as findings. TODO severity ensemble + Channel A/B/C."
SHANGHAIAILAB-2025-04-SOC2,SHANGHAIAILAB-2025-04,Shanghai AI Laboratory (AI45 Lab),2025-04-04,C,TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-03-AUT1,TRANSLUCE-2025-03,Transluce,2025-03-24,C,TODO severity ensemble + Channel A/B/C.
METR-2025-03-AUT5,METR-2025-03b,METR,2025-03-19,C,TODO severity ensemble + Channel A/B/C.
APOLLO-2025-03-GOV1,APOLLO-2025-03,Apollo Research,2025-03-17,C,Apollo also recommends developers monitor their own models' CoT for evaluation awareness and share reasoning traces with third-party evaluators; those are recommendations and are not recorded as findings. TODO severity ensemble + Channel A/B/C.
METR-2025-03-AUT3,METR-2025-03a,METR,2025-03-17,C,TODO severity ensemble + Channel A/B/C.
UKAISI-2025-03-ALI1,UKAISI-2025-03-GOV1,UK AISI,2025-03-02,C,"[Models/Systems backfilled 2026-08-02: inherited from sibling GOV11, same report.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 39 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2502.05209?fields=title,citationCount)"
UKAISI-2025-03-GOV11,UKAISI-2025-03-GOV1,UK AISI,2025-03-02,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Policy Response: No binding requirement to use tampering-based evaluation methods. | Academic Citations: Semantic Scholar: 39 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2502.05209?fields=title,citationCount)

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
