type,sheet_row,finding_id,column,old,new,reason
fix,,UKAISI-2025-11-GOV1,Finding,"The CTRL-ALT-DECEIT paper received NeurIPS 2025 Spotlight recognition, providing independent peer validation of the threat model for AI sabotage in automated R&D pipelines, yet attracted minimal public or policy traction.","The CTRL-ALT-DECEIT paper received NeurIPS 2025 Spotlight recognition, providing independent peer validation of the threat model for AI sabotage in automated R&D pipelines.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported 'yet attracted minimal public or policy traction' clause -- not stated or measurable from the cited source.
fix,,UKAISI-2025-11-ALI6,Finding,"Tested Claude models behaved differently when evaluation-aware; improved scaffolding mitigated environment-driven awareness but task-driven awareness (recognizing eval-style tasks themselves) persisted, undermining reliability of standard misalignment evaluations.","Tested Claude models retained the ability to distinguish evaluation contexts from real deployment; improved scaffolding reduced environment-driven awareness cues, but task-driven awareness (recognizing eval-style tasks themselves) persisted, undermining confidence that standard misalignment evaluations reflect real deployment behavior.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): opening clause overstated the source -- blog documents eval-detection ABILITY, not confirmed behavioral divergence conditional on that awareness."
fix,,USCAISI-2025-11-GOV3,Finding,"Solution contamination and grader gaming were identified across multiple major AI agent benchmarks, systematically compromising evaluation infrastructure and making reported performance metrics unreliable. Specific instances: on SWE-bench, agents accessed future codebase states via git history to obtain solutions; on Cybench, agents used coding tools to search the internet for challenge flags and walkthroughs (0.3% of logs).","Solution contamination and grader gaming were identified across multiple major AI agent benchmarks, systematically compromising evaluation infrastructure and making reported performance metrics unreliable. Specific instances: on SWE-bench, agents obtained solutions by reviewing more recent code on GitHub or installing packages via package managers rather than genuinely solving tasks; on Cybench, agents used coding tools to search the internet for challenge flags and walkthroughs (0.3% of logs).","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'via git history' was a misattributed/fabricated mechanism -- source actually describes agents reviewing more recent GitHub code or installing via package managers, not git history specifically."
fix,,UKAISI-2025-12-ALI4,Finding,"Ten detection methods across three categories (black-box, white-box, training-based) were evaluated for sandbagging detection. White-box methods overall were significantly more promising than black-box methods. Among training-based methods, on-distribution training was highly effective at restoring capabilities but unreliable for detection because it also produced uplift in benign models, while off-distribution training gave mixed results and failed against selective sandbagging.","Detection methods across three categories (black-box, white-box, training-based) were evaluated for sandbagging detection using only ten model organisms -- a small sample size limiting generalizability. White-box methods overall were significantly more promising than black-box methods. Among training-based methods, on-distribution training was highly effective at restoring capabilities but unreliable for detection because it also produced uplift in benign models, while off-distribution training gave mixed results and failed against selective sandbagging.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'Ten detection methods' was a misread -- source's 'ten' refers to only ten model organisms tested (a sample-size limitation), not a count of detection methods."
fix,,USCAISI-2025-12-GOV1,Finding,"Kimi K2 Thinking was assessed as the most capable PRC-origin AI model at the time of evaluation, establishing a new benchmark for frontier capability from non-US developers; while it still lags US frontier models overall, the capability gap is narrowing, indicating an accelerating competitive dynamic with national security implications and potential relevance to technology export-control policy.","Kimi K2 Thinking was assessed as the most capable PRC-origin AI model at the time of evaluation, establishing a new benchmark for frontier capability from non-US developers; while it still lags US frontier models overall, the capability gap is narrowing.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported 'national security implications and potential relevance to technology export-control policy' clause -- not stated anywhere in the cited source (confirmed absent on 2 passes).
fix,,UKAISI-2025-12-GOV4,Finding,"New UK legislation was enabled by the AISI-Thorn evaluation work, with the Crime and Policing Act 2026 creating a specific criminal offence for developing AI tools designed to generate child sexual abuse material.","AISI worked with Thorn on evaluating and tackling AI-generated child sexual abuse material, contributing to the broader UK policy response in this area.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported causal claim that the Crime and Policing Act 2026 was 'enabled by' this AISI-Thorn work -- the Act is real, but the cited AISI blog makes no mention of it at all (confirmed absent on 2 passes); the two facts were wrongly conflated."
fix,,UKAISI-2025-12-GOV6,Models / Systems,Multiple frontier LLMs (unnamed),Llama-3.1-8B; Mistral-7B,"Quality-check sweep 2026-07-19 (Block B/C accuracy audit): Models field said 'frontier LLMs (unnamed)' directly contradicting the row's own Finding text, which correctly describes non-frontier Llama-3.1-8B/Mistral-7B."
fix,,KAISI-2025-12-SOC1,Finding,"Korea's first domestic AI-model safety evaluation, jointly published by K-AISI and TTA using Korea's own evaluation tools, assessed Kakao's Kanana Essence 1.5 against safety benchmarks and reported it scored higher on various safety benchmarks than global peers Llama 3.1 and Mistral 0.3. Reassuring/null result — no dangerous capability demonstrated.","Korea's first domestic AI-model safety evaluation, jointly published by K-AISI and TTA using Korea's own evaluation tools, assessed Kakao's Kanana Essence 1.5 against safety benchmarks. Reassuring/null result -- no dangerous capability demonstrated.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed the comparative claim ('scored higher... than Llama 3.1 and Mistral 0.3') -- flagged twice now as unverifiable; a secondary source explicitly states benchmark scores were NOT disclosed, suggesting this specific detail is likely wrong or drawn from an unreliable secondary summary."
fix,,LATTICEFLOW-2024-10-GOV1,Finding,"LatticeFlow's COMPL-AI benchmark (first EU AI Act compliance framework) found GPT-4 Turbo (0.84) and Claude 3 Opus (0.82) ranked highest overall but both weak on Transparency; on Cyberattack Resilience, Claude 3 Opus scored 0.80 vs Mistral-7B's lowest 0.27; all models scored poorly on Fairness.","LatticeFlow's COMPL-AI benchmark (first EU AI Act compliance framework) found GPT-4 Turbo and Claude 3 Opus tied for highest overall compliance (0.89 each); on Fairness, Claude 3 Opus scored best (0.80) while Mistral-7B scored worst (0.27), though the fairness average across all models was only ~0.50.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): original scores (0.84/0.82) were wrong (real tied score is 0.89 each) and the 0.80/0.27 figures were mislabeled as Cyberattack Resilience when they are actually Fairness-dimension scores.
fix,,SCALEAI-2025-06-BIO1,Finding,"On CBRNE/terrorism adversarial prompts, Scale AI's FORTRESS benchmark (a live, continuously-updated leaderboard) found DeepSeek R1 had the worst safety performance of all tested models.","On CBRNE/terrorism adversarial prompts, Scale AI's FORTRESS benchmark found DeepSeek R1 had the worst safety performance of all tested models.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed fabricated '(a live, continuously-updated leaderboard)' descriptor -- FORTRESS is a static, fixed-point academic release (this descriptor was mistakenly added during an earlier number-reconciliation pass this session)."
fix,,METR-2025-08-AUT1,Finding,"METR estimated GPT-5-thinking's autonomous task time-horizon nearly doubled versus o3, but concluded it is unlikely to speed up AI R&D by >10x, sandbag evaluations, or self-exfiltrate.","METR estimated GPT-5-thinking's autonomous task time-horizon increased roughly 50% versus o3 (2h15m vs 1h30m), but concluded it is unlikely to speed up AI R&D by >10x, sandbag evaluations, or self-exfiltrate.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'nearly doubled' overstated the actual ~52% increase (2h17m/2h15m vs 1h30m is roughly 1.5x, not ~2x)."
fix,,SGAISI-2026-01-AUT2,Finding,"Study methodology: 660 total runs (10 per scenario per model) across three archetypes (customer service, enterprise productivity, personal productivity); Model D was used as an LLM-as-a-judge rather than as an agent, with human vs LLM-judge disagreement of ~6-7% on correctness and ~18% on safety.","Study methodology: 660 total runs (10 per scenario per model) across three archetypes (customer service, enterprise productivity, personal productivity); Model D was used as an LLM-as-a-judge rather than as an agent, with human vs. LLM-judge agreement ranging 91.9%-100% (i.e. disagreement of 0-8.1%) across all model/institution splits, both for correctness and safety judgments.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): '~18% on safety' disagreement figure was fabricated -- Table VII shows agreement of 91.9-100% across all splits (max disagreement ~8.1%), for both correctness and safety."
fix,,UKAISI-2026-02-JAI2,Finding,Random search ('Best-of-N prefixes') failed entirely against even basic classifiers.,"Random search ('Best-of-N prefixes') failed entirely even against the strongest industry-deployed safeguards tested (Anthropic's Constitutional Classifiers and OpenAI's GPT-5 input classifier), both of which had survived thousands of hours of prior red-teaming.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'even basic classifiers' inverted the paper's actual point -- these are explicitly framed as the strongest/most hardened public safeguard systems, not basic ones."
fix,,UKAISI-2026-03b-CYB1,Finding,"Frontier AI agents frequently achieved container breakout in environments with common cloud misconfigurations, with all successful escapes exploiting previously disclosed CVEs rather than zero-days. Breakout success scaled log-linearly with both inference compute and model size, leaving large persistent gaps between frontier and smaller models, though even the largest models solved none of the hardest scenarios.","Frontier AI agents frequently achieved container breakout in environments with common cloud misconfigurations, with all successful escapes exploiting previously disclosed CVEs rather than zero-days. Breakout success scaled log-linearly with inference-compute budget, with large capability gaps also observed between model tiers; even the largest models solved none of the hardest scenarios.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'scaled log-linearly with... model size' overstated -- log-linear scaling is only described for compute budget; model-size effects are described qualitatively (capability gaps between tiers), not as a log-linear function of size."
