type,sheet_row,finding_id,column,old,new,reason
DECISION,165,NEW-068,Response Date,2026-04-16 00:00:00,,"DATA ERROR: Company Response was a mis-filed evaluator-voice quote (""...refusals we saw in this evaluation...""), not an Anthropic company statement."
DECISION,165,NEW-068,Notes,NEW-CANDIDATE,NEW-CANDIDATE [FIX 2026-07-15: removed mis-filed evaluator quote from Company Response; no Anthropic response to this finding.],data error fix
VERIFIED-FIX,13,UKAISI-2026-04-ALI6,Attribution,Topical+Temporal,None,Coherence: no company response (Action Level None) => Attribution None (nothing to attribute)
VERIFIED-FIX,2,UKAISI-2024-10-JAI1,Attribution,Topical+Temporal,None,Coherence sweep: no company response => Attribution None
VERIFIED-FIX,3,UKAISI-2024-10-JAI3,Attribution,Topical+Temporal,None,Coherence sweep: no company response => Attribution None
VERIFIED-FIX,6,UKAISI-2025-11-ALI5,Attribution,Explicit,None,Coherence sweep: no company response => Attribution None
VERIFIED-FIX,7,UKAISI-2025-11-ALI6,Attribution,Explicit,None,Coherence sweep: no company response => Attribution None
VERIFIED-FIX,18,JOINT-2024-11-JAI1,Attribution,Topical+Temporal,None,Coherence sweep: no company response => Attribution None
VERIFIED-FIX,14,UKAISI-2026-04-CYB11,Response Date,2026-04-30 00:00:00,2026-04-23,"VALIDATED: was 2026-04-30 (= pub date placeholder, fabricated). Earliest documented company response is the deployment-safety hub page dated 2026-04-23 (source of the Channel A Verbatim)."
VERIFIED-FIX,14,UKAISI-2026-04-CYB11,Lag (days),0.0,-7,Recomputed 2026-04-23 minus 2026-04-30 = -7 (pre-publication response; negative lag allowed for pre-deployment eval)
VERIFIED-FIX,14,UKAISI-2026-04-CYB11,Company Response,OpenAI launched restricted GPT-5.5-Cyber for vetted teams; claimed safeguard stack update; mandated Advanced Account Security for Trusted Access for Cyber from ,"OpenAI added safeguards around scaled agentic vulnerability research and exploit-chaining (deployment-safety hub, Apr 23 2026); rolled out GPT-5.5-Cyber in limi",VALIDATED + scoped: 'Advanced Account Security' confirmed but scoped to individual members/most-permissive tier from June 1 2026 (was overstated as a blanket TAC mandate); GPT-5.5-Cyber preview + safeguard additions confirmed against sources
VERIFIED-FIX,14,UKAISI-2026-04-CYB11,Sources Checked,,"Company response verified against OpenAI deployment-safety hub (deploymentsafety.openai.com/gpt-5-5/cybersecurity, 2026-04-23) and openai.com/index/gpt-5-5-with",document the cross-check
VERIFIED-FIX,14,UKAISI-2026-04-CYB11,Notes,action claimed unverifiable -- configuration issue prevented AISI from verifying fix before public deployment; outcome_type=2  [CLUBBED 3: UKAISI-2026-04-CYB11 ,action claimed unverifiable -- configuration issue prevented AISI from verifying fix before public deployment; outcome_type=2  [CLUBBED 3: UKAISI-2026-04-CYB11 ,validation audit trail
DECISION,20,JOINT-2025-08-JAI1,Source URL,https://openai.com/index/us-caisi-uk-aisi-ai-update/,https://openai.com/index/gpt-5-system-card/,Fix circularity: finding is documented in the GPT-5 System Card (sec 6.3.3.5); blog stays as Channel A Evidence only. Tag company-published.
DECISION,20,JOINT-2025-08-JAI1,Attribution,Topical+Temporal,Explicit,Both OpenAI blog and GPT-5 card sec 6.3.3.5 explicitly name UK AISI Safeguards team
DECISION,20,JOINT-2025-08-JAI1,Finding,UK AISI red-teaming of GPT-5's biological-misuse safeguards (May-August 2025) produced a set of universal jailbreaks against the monitoring systems; t,UK AISI red-teaming of GPT-5's biological-misuse safeguards (May-August 2025) produced a set of universal jailbreaks against the monitoring systems; t,Fix section number 5.3.3.5->6.3.3.5; drop the Aug-7-omission claim (unverified by cited source; the arXiv copy is the Aug-13 crediting card)
DECISION,20,JOINT-2025-08-JAI1,Notes,"OVERRIDE applied: ch_a=Partial, ch_b=None -> Mixed; action claimed unverifiable per v2; jailbreak reported but AISI not credited in GPT-5 system card ","OVERRIDE applied: ch_a=Partial, ch_b=None -> Mixed; action claimed unverifiable per v2; jailbreak reported but AISI not credited in GPT-5 system card ",audit trail
VERIFIED-FIX,27,UKAISI-2025-11b-ALI1,Response Date,,2025-11-24,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,27,UKAISI-2025-11b-ALI1,Lag (days),,-2,recomputed from corrected response date
VERIFIED-FIX,31,NEW-097,Lag (days),,-13,filled blank lag from dates
VERIFIED-FIX,32,NEW-153,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,33,NEW-161,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,36,NEW-106,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,36,NEW-106,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,37,NEW-146,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,39,NEW-147,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,40,NEW-151,Lag (days),,-176,filled blank lag from dates
VERIFIED-FIX,42,NEW-116,Lag (days),,-2,filled blank lag from dates
VERIFIED-FIX,42,NEW-116,Attribution,Topical+Temporal,Explicit,ChanA validation: source explicitly names AISI/CAISI
VERIFIED-FIX,46,ADD-04,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,47,ADD-05,Response Date,,2026-02-05,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,47,ADD-05,Lag (days),,0,recomputed from corrected response date
VERIFIED-FIX,48,ADD-06,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,49,ADD-07,Lag (days),,-20,filled blank lag from dates
VERIFIED-FIX,51,ADD-09,Response Date,,2026-04-23,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,51,ADD-09,Lag (days),,0,recomputed from corrected response date
VERIFIED-FIX,52,ADD-10,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,54,ADD-12,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,54,ADD-12,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,205,UKAISI-2025-11-GOV11,Response Date,2025-11-01 00:00:00,2025-11-18,ChanA validation: corrected to actual company-source date (was placeholder=pubdate)
VERIFIED-FIX,205,UKAISI-2025-11-GOV11,Lag (days),0.0,17,recomputed from corrected response date
VERIFIED-FIX,205,UKAISI-2025-11-GOV11,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,206,UKAISI-2025-11-GOV2,Response Date,2025-11-01 00:00:00,2025-11-18,ChanA validation: corrected to actual company-source date (was placeholder=pubdate)
VERIFIED-FIX,206,UKAISI-2025-11-GOV2,Lag (days),0.0,17,recomputed from corrected response date
VERIFIED-FIX,206,UKAISI-2025-11-GOV2,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,207,UKAISI-2025-12-SOC5,Response Date,2026-04-29 00:00:00,2026-04-08,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,207,UKAISI-2025-12-SOC5,Lag (days),133.0,112,recomputed from corrected response date
VERIFIED-FIX,207,UKAISI-2025-12-SOC5,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,208,UKAISI-2025-12-GOV3,Response Date,2026-04-29 00:00:00,2024-04-23,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,208,UKAISI-2025-12-GOV3,Lag (days),133.0,-603,recomputed from corrected response date
VERIFIED-FIX,208,UKAISI-2025-12-GOV3,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,209,UKAISI-2025-12-GOV4,Response Date,2026-04-29 00:00:00,2026-04-08,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,209,UKAISI-2025-12-GOV4,Lag (days),133.0,112,recomputed from corrected response date
VERIFIED-FIX,209,UKAISI-2025-12-GOV4,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,214,USCAISI-2026-04-GOV11,Response Date,2026-04-30 00:00:00,2026-04-23,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,214,USCAISI-2026-04-GOV11,Lag (days),29.0,22,recomputed from corrected response date
VERIFIED-FIX,55,ADD-13,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,56,ADD-14,Lag (days),,-28,filled blank lag from dates
VERIFIED-FIX,56,ADD-14,Attribution,Topical+Temporal,Explicit,ChanA validation: source explicitly names AISI/CAISI
VERIFIED-FIX,64,JOINT-2025-05-ALI1-s2,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,65,JOINT-2025-00-BIO1,Response Date,,2025-09-12,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,65,JOINT-2025-00-BIO1,Lag (days),,0,recomputed from corrected response date
VERIFIED-FIX,73,UKAISI-2025-04-ALI2,Response Date,,2025-05-14,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,73,UKAISI-2025-04-ALI2,Lag (days),,22,recomputed from corrected response date
VERIFIED-FIX,74,UKAISI-2025-04-ALI3,Response Date,,2025-05-14,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,74,UKAISI-2025-04-ALI3,Lag (days),,22,recomputed from corrected response date
VERIFIED-FIX,75,UKAISI-2025-04-ALI5,Response Date,,2025-05-14,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,75,UKAISI-2025-04-ALI5,Lag (days),,22,recomputed from corrected response date
VERIFIED-FIX,106,JOINT-2024-12-BIO1,Response Date,,2024-09-12,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,106,JOINT-2024-12-BIO1,Lag (days),,-97,recomputed from corrected response date
VERIFIED-FIX,106,JOINT-2024-12-BIO1,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,107,UKAISI-2025-11-BIO1,Response Date,2025-11-01 00:00:00,2025-11-18,ChanA validation: corrected to actual company-source date (was placeholder=pubdate)
VERIFIED-FIX,107,UKAISI-2025-11-BIO1,Lag (days),0.0,17,recomputed from corrected response date
VERIFIED-FIX,109,USCAISI-2026-04-BIO2,Response Date,2026-04-30 00:00:00,2026-04-23,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,109,USCAISI-2026-04-BIO2,Lag (days),29.0,22,recomputed from corrected response date
VERIFIED-FIX,145,NEW-174,Response Date,2025-05-01 00:00:00,2025-05-22,ChanA validation: corrected to actual company-source date
VERIFIED-FIX,152,NEW-107,Lag (days),,0,filled blank lag from dates
VERIFIED-FIX,181,UKAISI-2025-09-GOV1,Attribution,Topical+Temporal,Explicit,ChanA validation: source explicitly names AISI/CAISI
VERIFIED-FIX,202,JOINT-2025-00-JAI3,Attribution,Explicit,Topical+Temporal,ChanA validation: source does not name AISI/CAISI
VERIFIED-FIX,204,JOINT-2025-08-GOV2,Attribution,Topical+Temporal,Explicit,ChanA validation: source explicitly names AISI/CAISI
VERIFIED-FIX,15,UKAISI-2026-04-JAI1,Response Date,2026-04-30 00:00:00,2026-04-23,ChanA validation: corrected to actual company-source date (was placeholder=pubdate)
VERIFIED-FIX,15,UKAISI-2026-04-JAI1,Lag (days),0.0,-7,recomputed from corrected response date
